day_cos,close_lag0,close_lag1,close_lag2,close_lag3,close_lag4,volume_lag0,volume_lag1,volume_lag2,volume_lag3,volume_lag4,RSI_lag0,RSI_lag1,RSI_lag2,RSI_lag3,RSI_lag4,ADX_lag0,ADX_lag1,ADX_lag2,ADX_lag3,ADX_lag4,MACD_Signal_lag0,MACD_Signal_lag1,MACD_Signal_lag2,MACD_Signal_lag3,MACD_Signal_lag4,MACD_Hist_lag0,MACD_Hist_lag1,MACD_Hist_lag2,MACD_Hist_lag3,MACD_Hist_lag4,CCI_lag0,CCI_lag1,CCI_lag2,CCI_lag3,CCI_lag4,SlowD_lag0,SlowD_lag1,SlowD_lag2,SlowD_lag3,SlowD_lag4,OBV_lag0,OBV_lag1,OBV_lag2,OBV_lag3,OBV_lag4,day_var_range_lag0,day_var_range_lag1,day_var_range_lag2,day_var_range_lag3,day_var_range_lag4,Bband_width_lag0,Bband_width_lag1,Bband_width_lag2,Bband_width_lag3,Bband_width_lag4,day_diff_lag0,day_diff_lag1,day_diff_lag2,day_diff_lag3,day_diff_lag4,target
0.6234898018587336,23.89,23.89,23.89,23.89,23.89,16.747573319349666,16.747573319349666,16.747573319349666,16.747573319349666,16.747573319349666,0.0,0.0,0.0,0.0,0.0,9.9006,9.9006,9.9006,9.9006,9.9006,0.031,0.031,0.031,0.031,0.031,-0.0522,-0.0522,-0.0522,-0.0522,-0.0522,-127.5815,-127.5815,-127.5815,-127.5815,-127.5815,20.1544,20.1544,20.1544,20.1544,20.1544,19.455623470717338,19.455623470717338,19.455623470717338,19.455623470717338,19.455623470717338,0.31226454583507746,0.31226454583507746,0.31226454583507746,0.31226454583507746,0.31226454583507746,0.6067475765208762,0.6067475765208762,0.6067475765208762,0.6067475765208762,0.6067475765208762,0.25736842105263164,0.25736842105263164,0.25736842105263164,0.25736842105263164,0.25736842105263164,0
-0.22252093395631434,23.83,23.89,23.89,23.89,23.89,16.659669718576147,16.747573319349666,16.747573319349666,16.747573319349666,16.747573319349666,0.0,0.0,0.0,0.0,0.0,9.9006,9.9006,9.9006,9.9006,9.9006,0.031,0.031,0.031,0.031,0.031,-0.0522,-0.0522,-0.0522,-0.0522,-0.0522,-127.5815,-127.5815,-127.5815,-127.5815,-127.5815,20.1544,20.1544,20.1544,20.1544,20.1544,16.980479190979032,19.455623470717338,19.455623470717338,19.455623470717338,19.455623470717338,0.298749475451112,0.31226454583507746,0.31226454583507746,0.31226454583507746,0.31226454583507746,0.6067475765208762,0.6067475765208762,0.6067475765208762,0.6067475765208762,0.6067475765208762,-0.07599844901124471,0.25736842105263164,0.25736842105263164,0.25736842105263164,0.25736842105263164,-1
-0.900968867902419,21.96,23.83,23.89,23.89,23.89,15.921934892646252,16.659669718576147,16.747573319349666,16.747573319349666,16.747573319349666,0.0,0.0,0.0,0.0,0.0,9.9006,9.9006,9.9006,9.9006,9.9006,0.031,0.031,0.031,0.031,0.031,-0.0522,-0.0522,-0.0522,-0.0522,-0.0522,-127.5815,-127.5815,-127.5815,-127.5815,-127.5815,20.1544,20.1544,20.1544,20.1544,20.1544,-18.416612489817176,16.980479190979032,19.455623470717338,19.455623470717338,19.455623470717338,0.25728597449908935,0.298749475451112,0.31226454583507746,0.31226454583507746,0.31226454583507746,0.6067475765208762,0.6067475765208762,0.6067475765208762,0.6067475765208762,0.6067475765208762,-0.12159999999999997,-0.07599844901124471,0.25736842105263164,0.25736842105263164,0.25736842105263164,-1
-0.9009688679024191,19.2,21.96,23.83,23.89,23.89,15.452524920728559,15.921934892646252,16.659669718576147,16.747573319349666,16.747573319349666,0.0,0.0,0.0,0.0,0.0,9.9006,9.9006,9.9006,9.9006,9.9006,0.031,0.031,0.031,0.031,0.031,-0.0522,-0.0522,-0.0522,-0.0522,-0.0522,-127.5815,-127.5815,-127.5815,-127.5815,-127.5815,20.1544,20.1544,20.1544,20.1544,20.1544,-18.989913007866274,-18.416612489817176,16.980479190979032,19.455623470717338,19.455623470717338,0.22864583333333338,0.25728597449908935,0.298749475451112,0.31226454583507746,0.31226454583507746,0.6067475765208762,0.6067475765208762,0.6067475765208762,0.6067475765208762,0.6067475765208762,-0.16521739130434784,-0.12159999999999997,-0.07599844901124471,0.25736842105263164,0.25736842105263164,-1
0.6234898018587336,16.11,19.2,21.96,23.83,23.89,15.742223470723006,15.452524920728559,15.921934892646252,16.659669718576147,16.747573319349666,0.0,0.0,0.0,0.0,0.0,9.9006,9.9006,9.9006,9.9006,9.9006,0.031,0.031,0.031,0.031,0.031,-0.0522,-0.0522,-0.0522,-0.0522,-0.0522,-127.5815,-127.5815,-127.5815,-127.5815,-127.5815,20.1544,20.1544,20.1544,20.1544,20.1544,-19.449208497628547,-18.989913007866274,-18.416612489817176,16.980479190979032,19.455623470717338,0.25884543761638734,0.22864583333333338,0.25728597449908935,0.298749475451112,0.31226454583507746,0.6067475765208762,0.6067475765208762,0.6067475765208762,0.6067475765208762,0.6067475765208762,-0.19450000000000003,-0.16521739130434784,-0.12159999999999997,-0.07599844901124471,0.25736842105263164,-1
-0.22252093395631434,15.8,16.11,19.2,21.96,23.83,15.750172106636263,15.742223470723006,15.452524920728559,15.921934892646252,16.659669718576147,0.0,0.0,0.0,0.0,0.0,9.9006,9.9006,9.9006,9.9006,9.9006,0.031,0.031,0.031,0.031,0.031,-0.0522,-0.0522,-0.0522,-0.0522,-0.0522,-98.8294,-127.5815,-127.5815,-127.5815,-127.5815,20.1544,20.1544,20.1544,20.1544,20.1544,-19.764902331257773,-19.449208497628547,-18.989913007866274,-18.416612489817176,16.980479190979032,0.10443037974683535,0.25884543761638734,0.22864583333333338,0.25728597449908935,0.298749475451112,0.7058429599866064,0.6067475765208762,0.6067475765208762,0.6067475765208762,0.6067475765208762,-0.03658536585365841,-0.19450000000000003,-0.16521739130434784,-0.12159999999999997,-0.07599844901124471,-1
-0.900968867902419,17.46,15.8,16.11,19.2,21.96,15.858210441094132,15.750172106636263,15.742223470723006,15.452524920728559,15.921934892646252,20.4132,0.0,0.0,0.0,0.0,9.9006,9.9006,9.9006,9.9006,9.9006,0.031,0.031,0.031,0.031,0.031,-0.0522,-0.0522,-0.0522,-0.0522,-0.0522,-50.0114,-98.8294,-127.5815,-127.5815,-127.5815,20.1544,20.1544,20.1544,20.1544,20.1544,-19.405933950584828,-19.764902331257773,-19.449208497628547,-18.989913007866274,-18.416612489817176,0.11168384879725081,0.10443037974683535,0.25884543761638734,0.22864583333333338,0.25728597449908935,0.5255208333333334,0.7058429599866064,0.6067475765208762,0.6067475765208762,0.6067475765208762,0.08178438661710039,-0.03658536585365841,-0.19450000000000003,-0.16521739130434784,-0.12159999999999997,1
-0.9009688679024191,17.4,17.46,15.8,16.11,19.2,15.214375823134992,15.858210441094132,15.750172106636263,15.742223470723006,15.452524920728559,20.2266,20.4132,0.0,0.0,0.0,9.9006,9.9006,9.9006,9.9006,9.9006,0.031,0.031,0.031,0.031,0.031,-0.0522,-0.0522,-0.0522,-0.0522,-0.0522,-13.8331,-50.0114,-98.8294,-127.5815,-127.5815,20.1544,20.1544,20.1544,20.1544,20.1544,-19.6103761120233,-19.405933950584828,-19.764902331257773,-19.449208497628547,-18.989913007866274,0.0775862068965516,0.11168384879725081,0.10443037974683535,0.25884543761638734,0.22864583333333338,0.2826718296224588,0.5255208333333334,0.7058429599866064,0.6067475765208762,0.6067475765208762,-0.010238907849829336,0.08178438661710039,-0.03658536585365841,-0.19450000000000003,-0.16521739130434784,-1
1.0,17.05,17.4,17.46,15.8,16.11,14.60510409082188,15.214375823134992,15.858210441094132,15.750172106636263,15.742223470723006,18.963,20.2266,20.4132,0.0,0.0,9.9006,9.9006,9.9006,9.9006,9.9006,0.031,0.031,0.031,0.031,0.031,-0.0522,-0.0522,-0.0522,-0.0522,-0.0522,62.5232,-13.8331,-50.0114,-98.8294,-127.5815,20.1544,20.1544,20.1544,20.1544,20.1544,-19.706175010977567,-19.6103761120233,-19.405933950584828,-19.764902331257773,-19.449208497628547,0.06275659824046922,0.0775862068965516,0.11168384879725081,0.10443037974683535,0.25884543761638734,0.1606213043861971,0.2826718296224588,0.5255208333333334,0.7058429599866064,0.6067475765208762,-0.050139275766016636,-0.010238907849829336,0.08178438661710039,-0.03658536585365841,-0.19450000000000003,-1
0.6234898018587336,18.14,17.05,17.4,17.46,15.8,14.801365038344082,14.60510409082188,15.214375823134992,15.858210441094132,15.750172106636263,34.8156,18.963,20.2266,20.4132,0.0,9.9006,9.9006,9.9006,9.9006,9.9006,0.031,0.031,0.031,0.031,0.031,-0.0522,-0.0522,-0.0522,-0.0522,-0.0522,99.5176,62.5232,-13.8331,-50.0114,-98.8294,34.3186,20.1544,20.1544,20.1544,20.1544,-19.588333906066424,-19.706175010977567,-19.6103761120233,-19.405933950584828,-19.764902331257773,0.09592061742006626,0.06275659824046922,0.0775862068965516,0.11168384879725081,0.10443037974683535,0.176607081471296,0.1606213043861971,0.2826718296224588,0.5255208333333334,0.7058429599866064,0.04290034380066471,-0.050139275766016636,-0.010238907849829336,0.08178438661710039,-0.03658536585365841,1
