close,volume,ADX,APO,CCI,MACD_Signal,MACD_Hist,OBV,RSI,SlowD,WMA,day_var_range,stock_id,Bband_width,day_diff,ATR,day_cos,target,last_target
559.89,14.384398087298614,52.0558,0.7638,-1.2713,0.1305,0.3994,17.102792452851784,73.9982,83.9357,27.8396,0.009716194252442542,1,0.030524863862986477,-0.0016226818830241945,0.01499379281464546,-0.9009688679024191,0,0.0
553.93,14.173954636061913,42.7578,0.7509,-148.4903,0.2196,0.3682,-14.431777234144919,56.1828,72.3084,27.7381,0.027386131821710253,1,0.027665917997267243,-0.012074192973069548,0.016510809085382282,1.0,0,0.0
544.94,14.436893709495946,37.5519,0.664,-126.5749,0.3131,0.3231,-17.48117258648925,38.6419,56.7031,27.4837,0.017965280581348546,1,0.04461917427420624,-0.010980235575963183,0.016001055707976542,0.6234898018587336,0,0.0
544.66,14.409666341345822,35.8865,0.5651,-97.7674,0.408,0.2751,-18.137150055901156,38.1778,39.8918,27.2943,0.018103036756875874,1,0.04962940980351214,0.005835641735918685,0.015936961059863218,-0.22252093395631434,0,0.0
553.9,14.336979935476535,29.0249,0.5061,3.6443,0.4969,0.2398,-17.54413945562125,58.6578,31.4933,27.3142,0.01895649034121683,1,0.04263350198797696,0.013726207906295754,0.016483146331785013,-0.900968867902419,1,0.0
556.33,14.364787945471557,26.0458,0.4503,81.1301,0.5713,0.2186,-15.758846109872545,62.7178,37.7383,27.3947,0.0164111228946848,1,0.035817147112397696,-0.003100025086908047,0.01687303857208458,-0.9009688679024191,1,1.0
562.12,14.196342068407318,27.0761,0.4195,123.7603,0.6309,0.1962,16.919559019868917,71.1549,56.9861,27.5829,0.012203799900377168,1,0.04859895079922701,0.008920398456430095,0.01629497455995115,1.0,1,1.0
560.55,14.114133312293877,28.3777,0.3761,83.3757,0.6779,0.1509,-15.357098017531273,66.0858,75.2053,27.718,0.010168584426010251,1,0.044184284580417135,7.136357959708769e-05,0.015253347270597063,0.6234898018587336,0,1.0
558.84,13.908181804299105,25.3746,0.3331,20.4974,0.7127,0.0823,-17.096947988660034,60.2428,85.1865,27.7731,0.008696406842745757,1,0.021016739218884473,0.0015053763440860785,0.014905212709180132,-0.22252093395631434,0,0.0
551.35,14.190173444438642,24.4564,0.257,-104.178,0.7278,-0.0624,-17.83556253355655,40.5925,78.3848,27.6572,0.017284846286387906,1,0.027077939921611824,-0.010676475865781325,0.015689189410379993,-0.900968867902419,0,0.0
551.76,14.012064518562289,25.9825,0.196,-105.8395,0.723,-0.1784,-17.261043785334238,41.8895,63.3554,27.5566,0.012215455995360319,1,0.032485865455099655,-0.0009053706587476913,0.01593911558467177,-0.9009688679024191,1,0.0
544.28,14.344903340266766,29.9067,0.1083,-111.481,0.6985,-0.2829,-17.994778222413927,27.966,41.835,27.3473,0.014882046005732386,1,0.04244660350381946,-0.009066744346939552,0.014688707003073984,1.0,0,1.0
543.01,14.180570945592372,34.3389,0.0272,-102.0145,0.6558,-0.3565,-18.36018737414701,26.1232,28.8147,27.1761,0.01103110439955067,1,0.04192654575159785,-0.0021866960676222976,0.013995289384894197,0.6234898018587336,0,0.0
553.37,14.367670620928315,27.9615,0.0068,43.4385,0.602,-0.3497,-17.899636436829894,55.8132,26.2645,27.2344,0.01727596364096345,1,0.030957171812120085,0.015618691039900141,0.013912582073302954,-0.22252093395631434,1,0.0
554.9,14.711639806161,24.2766,-0.0101,90.6771,0.5422,-0.2904,-16.15616194802969,58.8649,40.3261,27.3361,0.011695801045233392,1,0.03538910085930319,0.0011908198614318131,0.013186513143704611,-0.900968867902419,1,1.0
556.36,15.318698892975569,23.8599,-0.0169,89.5049,0.4774,-0.2339,18.191670026933664,61.9958,62.8975,27.4502,0.012920590984254961,1,0.04050243714071309,-0.0008799497171590358,0.012837459952661629,-0.9009688679024191,1,1.0
564.95,14.2424768500042,28.734,0.0264,126.7627,0.4079,-0.2045,18.517662262655033,75.6346,83.6567,27.6914,0.019028232586954595,1,0.05032609402197069,0.017652886607223396,0.013519903221319369,1.0,1,1.0
564.62,14.604468247688388,35.7519,0.0717,112.6459,0.3366,-0.183,18.007616853083288,74.3533,91.7225,27.8586,0.020608550883780184,1,0.035267386013654735,-0.0010085104124277675,0.014563899867096362,0.6234898018587336,0,1.0
578.65,14.490494277061389,43.2822,0.1947,125.5125,0.2768,-0.1498,18.473671606156,86.5042,91.6896,28.1865,0.02547308390218614,1,0.05954978447128944,0.02368821427307785,0.0162415675730404,-0.22252093395631434,1,0.0
576.0,14.367785755281597,49.845,0.2926,93.3634,0.2277,-0.1251,18.073927856068206,77.8013,86.7135,28.3868,0.018402777777777816,1,0.057153324784759076,-0.008605851979345954,0.01635336072217939,-0.900968867902419,0,1.0
577.24,14.617871271767115,55.0954,0.3814,65.1495,0.1932,-0.0877,18.563169408916572,79.035,85.8399,28.5379,0.010515556787471502,1,0.04306553740814843,0.00010395370594971954,0.01618337080139051,-0.9009688679024191,1,0.0
575.28,14.085691118521876,59.2956,0.4422,48.1119,0.1763,-0.0294,18.305382130810987,71.2152,81.4334,28.5873,0.008378528716451207,1,0.03475669265722894,-0.005841081118446057,0.015533019072462392,1.0,0,1.0
582.67,14.182928290955445,63.9814,0.5188,166.6667,0.1724,0.0451,18.586110441551398,80.3692,80.474,28.7249,0.013300839240050115,1,0.018085354518205483,0.007521787245815308,0.015759992556512337,0.6234898018587336,1,0.0
582.335,13.867629461442826,67.97,0.5621,103.0286,0.1826,0.1611,18.389396464230387,78.9466,77.9685,28.7972,0.008671812616449259,1,0.02183198366507862,-0.0017399502871346297,0.014899577454060916,-0.22252093395631434,0,1.0
584.73,13.4761154539248,71.1609,0.5943,80.8633,0.2081,0.2643,18.526517155353847,81.8221,81.7542,28.8969,0.006994681305901924,1,0.024559727860081808,0.002365646695808683,0.01442946548012777,-0.900968867902419,1,0.0
582.25,13.875382896886876,74.1285,0.5896,47.0044,0.2465,0.303,18.314542159010458,69.5301,81.3324,28.9267,0.01174735938170879,1,0.022090317941555703,-0.002586679457311208,0.014312142319873156,1.0,0,1.0
571.09,14.459625570074113,64.5903,0.5049,-166.6667,0.2956,0.2995,17.76374978681404,37.685,75.5367,28.7552,0.023452345514717542,1,0.03348959492543961,-0.011373472284734856,0.014754553612649449,0.6234898018587336,0,0.0
576.08,13.923199261288664,56.9598,0.443,-70.5972,0.352,0.2825,18.121168989239006,50.3856,61.714,28.6801,0.012748229412581673,1,0.034654690883225654,0.007872913677875362,0.013968521465529595,-0.22252093395631434,1,0.0
571.1,14.117835646250953,54.3068,0.3472,-74.9745,0.4083,0.2016,17.66689146267323,40.1717,46.8898,28.5444,0.02027665907897048,1,0.03910399237678842,0.009171069604707559,0.013448878983208032,-0.900968867902419,0,1.0
579.18,14.296269268422153,45.7909,0.3052,31.7642,0.4637,0.1405,18.190059315376022,57.6025,42.563,28.5797,0.016281639559377163,1,0.03065462548592186,0.012711790316658185,0.013236765161367963,-0.9009688679024191,1,0.0
584.87,14.430156051201998,39.238,0.2956,134.5932,0.5109,0.06,18.5724056353611,66.2564,48.7042,28.7275,0.01227623232513219,1,0.03603863893481853,0.0038963268108478917,0.013412832715134035,1.0,1,1.0
584.78,14.297072753861414,32.0652,0.283,80.7059,0.5481,0.0047,18.246470215650398,65.9901,66.2259,28.8651,0.015808509182940623,1,0.036234068130718396,-0.0016389524362345688,0.014155830761782975,0.6234898018587336,0,1.0
582.66,14.147186309821945,29.3917,0.2545,74.5696,0.5695,-0.0335,17.843466016665893,59.0067,80.1439,28.9224,0.010640854014347874,1,0.035311730700080216,-0.009081632653061278,0.013889832239212752,-0.22252093395631434,0,0.0
573.7299,14.916886025534913,31.8647,0.1812,-108.8318,0.573,-0.0686,-15.206792709351392,37.8925,80.533,28.81,0.021578097986526403,1,0.028955223880596986,-0.01000828257380969,0.015180460776220466,-0.900968867902419,0,0.0
595.08,15.202604849054858,29.2039,0.2317,142.8938,0.566,-0.0795,18.146822691243937,69.9872,73.387,29.0423,0.024870605632856008,1,0.046504581248730296,0.0035075885328837114,0.016968053208915874,-0.9009688679024191,1,0.0
589.47,14.536516552915566,27.0753,0.248,72.3647,0.5492,-0.1059,17.368398481508667,59.8318,65.0445,29.1292,0.015551936485317198,1,0.04860414978784178,-0.0038529784537388637,0.017348510919276715,1.0,0,1.0
594.74,14.342898860173655,28.318,0.2914,88.7125,0.5234,-0.1208,18.046772455282458,65.6796,71.2306,29.288,0.015216733362477645,1,0.05477328598743508,0.006805254604550348,0.016524949704052726,0.6234898018587336,1,0.0
595.98,14.022362925641524,29.3121,0.3262,70.9085,0.4957,-0.135,18.35240191390571,67.0888,76.9113,29.4344,0.008976811302392735,1,0.056366020710461186,0.004635638791025403,0.01614780789303383,-0.22252093395631434,1,1.0
593.35,13.847300849163858,31.1957,0.3362,48.5887,0.4682,-0.1115,18.102594459067195,60.5026,81.6776,29.4932,0.013027723940338784,1,0.015417113097256283,-0.005197418056836319,0.015422914379170663,-0.900968867902419,0,1.0
589.02,13.74283340785016,26.417,0.31,-88.261,0.4428,-0.1007,17.807379347062312,50.3334,73.5303,29.4153,0.008200061118468034,1,0.018894928829554736,-0.002337398373983732,0.014614756535079747,-0.9009688679024191,0,0.0
590.6,13.799483813043455,22.2426,0.2885,-83.5592,0.4208,-0.0661,18.117384075744745,53.8699,60.5822,29.3837,0.013116661022688846,1,0.017441642815574598,0.004302208920706672,0.014698799404835414,1.0,1,0.0
585.61,14.112797109390149,20.3251,0.2402,-96.2391,0.3974,-0.072,17.663826717650306,42.0497,43.0222,29.2657,0.010561636584074826,1,0.02417164120455003,-0.00533333333333331,0.014174112144948837,0.6234898018587336,0,1.0
587.42,13.829118547855158,18.7911,0.2049,-71.3663,0.3739,-0.0809,18.023005233002642,47.2933,31.6924,29.2079,0.009362977086241531,1,0.018063606079177317,0.0014832495098457158,0.0140463244521382,-0.22252093395631434,1,0.0
571.6,14.556018786755665,27.5346,0.0839,-166.6667,0.3448,-0.1197,17.044257542234835,23.7824,22.2282,28.9165,0.02388016095171449,1,0.04691093320422598,-0.015501205649328281,0.01427653074865701,-0.900968867902419,0,1.0
566.07,14.483289160020359,36.5319,-0.0638,-113.1342,0.3156,-0.1351,-16.436549454804126,19.5383,18.2033,28.6057,0.023159503241648425,1,0.06682933820881852,-0.0075911640953715415,0.01410542050953625,-0.9009688679024191,0,0.0
573.15,14.168559636390267,43.7298,-0.1492,-60.5574,0.2913,-0.1077,16.504581860412692,37.4128,15.931,28.488,0.01962836953677048,1,0.05799283909014312,0.007222690847743593,0.014513063814681582,1.0,1,0.0
565.07,14.251828775967406,49.9278,-0.2635,-78.0522,0.2604,-0.1778,-16.601878965257104,28.4096,17.4558,28.2943,0.016582016387350247,1,0.05618446118122734,-0.0087360757828259,0.014649592117168842,0.6234898018587336,0,1.0
566.374,14.101216429015732,55.6398,-0.3457,-81.7212,0.2212,-0.2172,16.156546933560435,31.7241,21.0181,28.1902,0.01889211016042411,1,0.023029279678753626,0.008177578411477893,0.015641122002971977,-0.22252093395631434,1,0.0
563.36,13.917977792116895,60.2094,-0.4187,-87.3132,0.1733,-0.2623,-16.280724659397187,27.9812,21.1093,28.1059,0.01560281170122118,1,0.023621374871468332,-0.008169014084507018,0.01589863077906022,-0.900968867902419,0,1.0
568.77,14.214757037084084,64.135,-0.4383,-17.2489,0.1144,-0.29,16.708545488687722,43.0554,26.3057,28.1385,0.01740598132812908,1,0.0239849316772394,0.00924480090851025,0.01681922280002632,-0.9009688679024191,1,0.0
567.88,14.00728809901981,66.3951,-0.4463,138.4756,0.0506,-0.2994,-15.636828991246158,41.2787,34.0281,28.1473,0.007906599985912532,1,0.013670938242744365,-0.003701819330163711,0.016298216696348688,1.0,0,1.0
562.73,14.245864031859627,70.1434,-0.4637,-123.628,-0.0175,-0.3028,-17.42469727024282,31.79,44.1694,28.0884,0.008920796829740696,1,0.016985659560530202,-0.0031708353999857644,0.016134132720915278,0.6234898018587336,0,0.0
574.78,14.178694969274245,56.3924,-0.3988,133.2046,-0.0862,-0.3067,-15.916958302186003,59.2122,53.575,28.2367,0.016093113887052438,1,0.030605559431519984,0.013167404064797075,0.01680714640099637,-0.22252093395631434,1,0.0
574.65,13.798161937129661,48.4871,-0.3227,108.58,-0.1546,-0.2808,-17.141768888889217,58.8929,60.4118,28.3549,0.012216131558339827,1,0.03180050008993148,-0.00265542018119333,0.0156407434616589,-0.900968867902419,0,1.0
573.48,14.230926656991395,43.676,-0.2557,70.7028,-0.2303,-0.2674,-17.878261265796834,55.5246,71.4856,28.4165,0.015449536165167074,1,0.03299843400841072,-0.007579690582494022,0.014869746754010768,-0.9009688679024191,0,0.0
582.16,14.062840056950495,44.1015,-0.1487,120.8801,-0.2906,-0.1691,-17.29742737211622,70.9384,77.0251,28.6061,0.014617974440016475,1,0.0432460209535729,0.0105014667337834,0.01436870724433537,1.0,1,0.0
586.86,13.791218889984869,46.2108,-0.0242,119.7006,-0.333,-0.0445,-16.380613826657793,76.4602,82.6303,28.8263,0.005691306274068827,1,0.03607816473151251,0.003179487179487203,0.013279636233007226,0.6234898018587336,1,1.0
584.49,13.848849584785846,45.008,0.0682,66.4969,-0.3598,0.0298,-17.332414777029612,68.2825,85.1636,28.9273,0.0070659891529367405,1,0.03665395664303264,-0.0023724994879497276,0.012097024132258487,-0.22252093395631434,0,1.0
583.37,13.723725258463624,41.1132,0.1382,24.275,-0.3687,0.113,-17.765330205345162,64.2248,87.1175,28.9777,0.005759637965613613,1,0.031303381565824746,-0.0007707855160838023,0.011112706758697731,-0.900968867902419,0,0.0
582.56,13.575857725331772,38.9363,0.1859,-29.6387,-0.3638,0.1583,-18.030064853473313,60.9505,82.8243,28.9857,0.007889316121944528,1,0.01155397316607836,-0.0017649377131206607,0.010161040238079276,-0.9009688679024191,0,0.0
580.2,14.121303386127838,33.3042,0.2097,-103.3379,-0.3402,0.2328,-18.367469833165817,51.4057,69.2406,28.9247,0.010341261633919338,1,0.01506325043993544,-0.007730195649199585,0.010404506402879956,1.0,0,0.0
577.86,14.307276290537324,29.2738,0.2079,-137.623,-0.3018,0.2542,-18.663799464539277,43.05,50.0912,28.8314,0.009033329872287256,1,0.016391850551828905,-0.005849361731411033,0.010415759707134611,0.6234898018587336,0,0.0
571.0,14.345374399292695,33.3361,0.154,-143.2355,-0.2523,0.2629,-18.899990938710506,26.9797,29.6092,28.6544,0.014688266199649838,1,0.030766653637835685,-0.01086146863685967,0.010275274938394353,-0.22252093395631434,0,0.0
569.2,14.069688327412878,38.5579,0.0905,-107.9018,-0.1871,0.2757,-19.048136744652176,24.0368,16.4449,28.4922,0.010804638088545286,1,0.03625553660300016,-0.000632066858627537,0.010134125591414899,-0.900968867902419,0,0.0
571.6,13.89321299086826,42.7557,0.0411,-68.8323,-0.123,0.24,-18.925496349686313,35.7225,11.766,28.4166,0.008696291112666095,1,0.029841712238621178,0.000472581520312222,0.0094588010861648,-0.9009688679024191,1,0.0
577.33,14.269194873626365,34.3021,0.0208,45.2006,-0.0644,0.2148,-18.71473746260469,55.9471,19.937,28.4722,0.011501221138690152,1,0.02456079965720952,0.00958293258721696,0.009147125756032168,0.6234898018587336,1,1.0
577.94,14.007618240711368,33.2119,0.0066,120.5914,-0.0063,0.1993,-18.515536284060087,57.7175,34.7202,28.5474,0.013824964529189895,1,0.024639722006207166,-0.0035517241379309406,0.009960491581544275,-0.22252093395631434,1,1.0
581.98,14.189967166861177,34.8374,0.0203,111.9602,0.0442,0.1549,-18.208304034115184,68.273,54.0453,28.6892,0.01164988487576888,1,0.03189702048157491,0.0034137931034483072,0.010418881153827489,-0.900968867902419,1,1.0
586.08,14.30280201288476,36.59,0.0576,99.5792,0.0891,0.1094,-17.693107757077907,75.904,69.393,28.8625,0.007848757848757692,1,0.033385881333910766,0.0035960135621083303,0.010627793142141895,-0.9009688679024191,1,1.0
589.72,14.17115567180998,41.5316,0.1118,117.2029,0.1217,0.0639,-16.79947389851019,80.9806,80.8583,29.0402,0.009275588414840987,1,0.03246878465024339,0.005318786225707474,0.01076642037143154,1.0,1,1.0
581.01,14.065257870070923,35.1201,0.1154,-9.0251,0.1433,0.0039,-17.63190335438421,49.6762,81.6097,29.0137,0.015490266948933754,1,0.02816945098350088,-0.013397860417727945,0.011281320902932983,0.6234898018587336,0,1.0
583.1,13.78988603628148,29.7752,0.1317,-88.4242,0.1567,-0.0262,-17.07152805165468,54.9049,73.0299,29.0096,0.011250214371462777,1,0.021685924659423126,0.0027515047291487922,0.011503009352850537,-0.22252093395631434,1,0.0
581.35,14.012475212715096,26.2939,0.1352,-95.9441,0.1584,-0.0542,-17.733515654950683,49.5198,55.6745,28.9595,0.009546744646082315,1,0.022438232704293896,0.001705837755875679,0.010988857197493783,-0.900968867902419,0,1.0
575.62,14.283825887834322,25.7086,0.101,-99.2691,0.154,-0.0767,-18.22522532636697,35.3351,39.8515,28.8166,0.012473506827420782,1,0.031252819555395175,-0.00925989672977624,0.011155744071381332,-0.9009688679024191,0,0.0
573.1,14.281255757957016,30.6451,0.0489,-136.1339,0.1447,-0.0774,-18.552673462174337,30.5279,28.2543,28.6666,0.01176060024428548,1,0.026379131114258398,0.0002792613537193566,0.011462174984543272,1.0,0,0.0
