date,open,high,low,close,volume,ADX,APO,Real Upper Band,Real Middle Band,Real Lower Band,CCI,MACD,MACD_Signal,MACD_Hist,OBV,RSI,SlowK,SlowD,shares_outstanding_basic,WMA
2000-01-13,93.94,96.0,93.06,93.38,2329600.0,26.0334,-0.0053,24.7537,24.1718,23.59,-41.8566,-0.1331,-0.243,0.1099,-20511200.0,49.4642,42.2012,59.4871,2809800000.0,24.0556
2000-01-14,93.94,94.38,92.81,93.69,2702400.0,25.2553,0.0281,24.1718,24.0278,23.8838,-95.6836,-0.1308,-0.2012,0.0703,-15106400.0,52.3031,27.2645,43.3465,2809800000.0,24.0035
2000-01-18,92.0,93.06,91.06,91.31,2435000.0,23.5248,-0.0044,24.3824,23.8868,23.3912,-166.6667,-0.1585,-0.1644,0.0059,-19976400.0,33.9828,12.4561,27.3073,2809800000.0,23.7961
2000-01-19,91.0,92.06,90.63,91.63,2753700.0,23.6212,-0.0254,24.283,23.7622,23.2415,-94.6442,-0.166,-0.1336,-0.0324,-14469000.0,37.6531,14.9967,18.2391,2809800000.0,23.663
2000-01-20,92.25,92.31,90.06,91.94,2411700.0,25.6475,-0.0530,24.1749,23.6823,23.1896,-63.0577,-0.1591,-0.1157,-0.0434,-9645600.0,41.5858,18.4442,15.299,2809800000.0,23.5978
2000-01-21,91.75,91.75,89.63,89.88,4269000.0,28.6979,-0.1466,24.1301,23.5028,22.8755,-113.7793,-0.0938,-0.1102,0.0164,-18183600.0,27.2882,18.5117,17.3175,2809800000.0,23.3834
2000-01-24,90.13,90.19,83.56,83.69,5652100.0,38.8876,-0.4018,24.5701,22.9902,21.4103,-166.6667,-0.1244,-0.1206,-0.0037,-29487800.0,11.9091,12.7605,16.5721,2809800000.0,22.6998
2000-01-25,83.88,86.94,83.56,85.25,6478400.0,47.0393,-0.5622,24.4139,22.6795,20.9451,-90.3602,-0.188,-0.1381,-0.0499,-16531000.0,25.1908,8.6486,13.3069,2809800000.0,22.3205
2000-01-26,86.25,86.88,83.06,83.5,4745700.0,53.8774,-0.7367,24.0216,22.2627,20.5038,-72.4988,-0.3535,-0.1675,-0.1861,-26022400.0,20.7945,8.4798,9.963,2809800000.0,21.8951
2000-01-27,83.75,83.94,80.5,80.5,6203300.0,60.5959,-0.9531,23.2504,21.6762,20.1021,-124.4647,-0.53,-0.2116,-0.3184,-38429000.0,15.1345,8.0237,8.384,2809800000.0,21.3524
2000-01-28,80.88,85.19,80.88,84.5,6170000.0,59.6461,-1.0069,22.2302,21.4004,20.5707,-33.1336,-0.6701,-0.2715,-0.3986,-26089000.0,41.6188,15.3455,10.6163,2809800000.0,21.3469
2000-01-31,85.19,86.75,82.81,86.06,4527600.0,52.3929,-0.9810,22.5093,21.5219,20.5345,68.7708,-0.7748,-0.34,-0.4349,-17033800.0,49.3278,42.5384,21.9692,2809800000.0,21.5667
2000-02-01,85.44,85.5,84.38,84.81,3039600.0,46.5903,-0.9581,22.4604,21.4994,20.5383,57.7252,-0.8519,-0.4162,-0.4357,-23113000.0,43.5659,65.0566,40.9802,2809800000.0,21.6391
2000-02-02,85.5,86.31,84.94,85.25,2895800.0,38.3806,-0.9005,22.5808,21.5891,20.5973,71.4235,-0.909,-0.4995,-0.4095,-17321400.0,46.3246,76.6301,61.4084,2809800000.0,21.7567
2000-02-03,85.0,85.0,81.88,83.31,5118600.0,39.4778,-0.8760,22.1973,21.7331,21.2689,-88.3854,-0.9602,-0.5958,-0.3645,-27558600.0,36.4928,61.6506,67.7791,2809800000.0,21.6786
2000-02-04,82.13,83.63,81.81,82.13,3453000.0,40.4842,-0.8526,22.3348,21.6116,20.8885,-110.395,-1.0615,-0.6999,-0.3616,-34464600.0,31.4224,41.2916,59.8574,2809800000.0,21.4517
2000-02-07,81.56,82.0,81.0,81.44,2911000.0,42.8684,-0.8197,22.1308,21.3748,20.6188,-105.7216,-1.1669,-0.8087,-0.3583,-40286600.0,28.5254,18.7203,40.5542,2809800000.0,21.2063
2000-02-08,82.44,83.0,81.25,82.06,3062700.0,39.288,-0.7681,21.9255,21.2338,20.5421,-51.654,-1.2236,-0.9053,-0.3183,-34161200.0,35.2323,11.5754,23.8624,2809800000.0,21.0928
2000-02-09,82.06,82.13,79.69,80.0,6211300.0,40.3231,-0.7666,21.518,20.9647,20.4113,-120.5154,-1.1823,-0.9778,-0.2045,-46583800.0,25.352,11.3622,13.886,2809800000.0,20.8503
